Word,Count
злигодням,1
прийдешнім,1
зявилися,1
пострах,1
цитьте,1
перейду,1
розводить,1
маро,1
звуку,1
полегкість,1
пізно,1
відвернути,1
озовися,1
сховав,1
нагарбаний,1
віщо,1
духи,1
бродите,1
спини,1
метнути,1
протазаном,1
спиниться,1
прогнівили,1
видиво,1
величне,1
уявною,1
погрозою,1
насильства,1
невразливий,1
погрози,1
зневага,1
винуватий,1
віщий,1
поклик,1
голосистим,1
дзвінким,1
пробуджує,1
щоранку,1
сурмач,1
досвітній,1
мандрівна,1
пороги,1
впевнились,1
щез,1
справляється,1
різдво,1
христове,1
співець,1
світанку,1
всеньку,1
ніякий,1
зважиться,1
планети,1
коять,1
мавка,1
відьма,1
вчаклує,1
священний,1
спасенний,1
багряних,1
шатах,1
зза,1
тихон,1
круч,1
кінчаймо,1
раджу,1
сповістім,1
обізветься,1
спіткати,1
парадна,1
воль,1
тіманд,1
свіжі,1
спогади,1
смутні,1
серцях,1
ревний,1
тугою,1
зборов,1
розважно,1
тужачи,1
братом,1
забуваємо,1
вдову,1
порфіроносну,1
тлумлячи,1
одному,1
другім,1
усміх,1
мірці,1
весіллі,1
веселість,1
жалобі,1
подружжя,1
одруження,1
схиляли,1
перейдімо,1
юний,1
малу,1
ціну,1
поклавши,1
нашій,1
втратить,1
єдність,1
любого,1
узяв,1
спілки,1
мрію,1
самолюбну,1
наваживсь,1
посланням,1
докучати,1
вимагає,1
преславний,1
праву,1
відібрав,1
зібрали,1
фортінбрасового,1
ложа,1
неміччю,1
прикутий,1
заходам,1
спорядження,1
обтяжують,1
корнелію,1
ветхого,1
поклонами,1
повноважень,1
рядити,1
визначені,1
вказані,1
грамотах,1
оцих,1
поспіх,1
засвідчить,1
виявим,1
щасливої,1
путі,1
проханням,1
задовольнить,1
попросиш,1
самохіть,1
вволю,1
близька,1
устам,1
датське,1
берло,1
данію,1
коронування,1
линуть,1
просять,1
настійливо,1
благав,1
поступився,1
нехотя,1
відїхать,1
слугує,1
темнять,1
палить,1
скинь,1
дружнім,1
повіки,1
опустивши,1
шукать,1
мре,1
проходячи,1
вічність,1
тління,1
незвичним,1
чуже,1
плащ,1
чорнило,1
врочисті,1
одяги,1
жалоби,1
переривчасті,1
тяжкі,1
повноводі,1
ручаї,1
вираз,1
втрати,1
суму,1
лиці,1
вияви,1
ознаки,1
значать,1
здаються,1
вдати,1
смутку,1
показне,1
пойняло,1
природно,1
похвально,1
скорбну,1
віддати,1
синівський,1
жалобу,1
правити,1
затятись,1
жалях,1
непогамовних,1
впертість,1
нечестива,1
бабське,1
неповагу,1
нестале,1
нетерплячий,1
невиховану,1
вузьку,1
уяву,1
судилось,1
звичайнісінька,1
упертості,1
тупої,1
брати,1
взаконивши,1
провіщає,1
лихом,1
май,1
трону,1
найближчий,1
любитимем,1
дорогого,1
намірів,1
науки,1
суперечить,1
бажанню,1
втіху,1
лишись,1
їдь,1
скоряюсь,1
шана,1
скора,1
згода,1
втішила,1
сповістять,1
земному,1
грому,1
вторячи,1
тост,1
стокротно,1
відгримить,1
розпастись,1
розтанути,1
парою,1
здиміти,1
накладати,1
всевишній,1
дозволив,1
мерзенні,1
ганьба,1
здичілий,1
сад,1
буряни,1
потворне,1
хиже,1
зілля,1
буяє,1
дійшло,1
гіперіон,1
нинішній,1
сатир,1
легіт,1
смів,1
згадувать,1
горнулась,1
росла,1
гамувалась,1
зрадливість,1
наймення,1
жінко,1
збила,1
гробом,1
сльозах,1
ніобея,1
нетямучий,1
журився,1
схож,1
ятрить,1
сіль,1
нещирих,1
розчервонілі,1
безсоромна,1
хуткість,1
поспішати,1
кровозмісне,1
ложе,1
німуй,1
рветься,1
похибив,1
покірний,1
байдикувати,1
повірю,1
наклеп,1
почув,1
ледачих,1
пияцтва,1
привчимо,1
похов,1
студентедруже,1
кепкуй,1
весілля,1
дним,1
невдовзі,1
остиглі,1
похоронні,1
відразу,1
столи,1
весільні,1
дожити,1
ворогом,1
раю,1
зустрівсь,1
немовби,1
побачу,1
рівного,1
подив,1
чуйно,1
потвердять,1
очевидців,1
вояки,1
поспіль,1
стоячи,1
побачили,1
мертвотну,1
глупу,1
видіння,1
пят,1
зявився,1
повагом,1
величним,1
зблизька,1
берлом,1
черкавши,1
пройшов,1
відвести,1
мігши,1
сполотнілі,1
скуті,1
жахом,1
стояли,1
мовчки,1
розповіли,1
третю,1
пору,1
образі,1
самім,1
потвердивши,1
краплі,1
подібні,1
майданчику,1
говорили,1
підвівши,1
заговорив,1
знагла,1
дзвінко,1
стрепенувшись,1
віддалився,1
ізперед,1
віч,1
повідомити,1
бентежить,1
вдвох,1
причілля,1
підняв,1
суворим,1
видававсь,1
червоний,1
дивився,1
пильно,1
нагнав,1
тривало,1
повільно,1
полічити,1
сива,1
сріблясточорна,1
повартую,1
певно,1
ручусь,1
візьме,1
роззявиться,1
пекельна,1
паща,1
звелить,1
заговорю,1
таїні,1
мовчіть,1
тримайте,1
прохопіться,1
послугу,1
віддячу,1
опівночі,1
зустрінемося,1
виконаєм,1
дружня,1
послуга,1
негаразд,1
нечисте,1
потерпи,1
діяння,1
злі,1
світло,1
вийдуть,1
кораблі,1
сестрице,1
попутним,1
прислати,1
звістку,1
легку,1
примху,1
фіалку,1
напровесні,1
цвіте,1
рано,1
зросла,1
недовговічна,1
запашна,1
нетривка,1
квітка,1
коротку,1
хвилю,1
природабо,1
роками,1
тілу,1
росте,1
пишнішу,1
правлять,1
бруд,1
лукавство,1
плямлять,1
бажань,1
стережись,1
становищі,1
походження,1
невільник,1
простий,1
відітне,1
ласий,1
добро,1
цілої,1
томуто,1
вибору,1
межах,1
воління,1
майбутня,1
освідчиться,1
розважна,1
ствердити,1
наперекір,1
розмисли,1
впадеш,1
неславу,1
довіришся,1
солодким,1
розкриєш,1
втратиш,1
дівочий,1
нестримним,1
домаганням,1
поступившись,1
сестричко,1
стережися,1
сполохів,1
невинна,1
дівчина,1
защедра,1
оминути,1
неслави,1
хробак,1
троянду,1
точить,1
пупянок,1
розкриє,1
весні,1
хвороби,1
стерегтися,1
обачна,1
найліпший,1
сторож,1
юність,1
повстає,1
поставлю,1
чини,1
лукавий,1
пастор,1
вказує,1
тернистий,1
погруз,1
гордині,1
обравши,1
стежку,1
насолод,1
квітучу,1
байдужий,1
бійсь,1
барюсь,1
благословенний,1
вдвоє,1
щасний,1
пощастило,1
попрощатись,1
щогли,1
гнуться,1
вітрил,1
надутих,1
спіши,1
доводь,1
думок,1
незрілих,1
виводь,1
тримайся,1
пізнавши,1
прикуй,1
обручем,1
стальним,1
ручкаючись,1
зразу,1
попало,1
мозоль,1
остережися,1
встрявати,1
сварку,1
встряв,1
противник,1
стережеться,1
збирай,1
чужі,1
приховуй,1
ший,1
гаману,1
пишно,1
вбранню,1
цінять,1
вищий,1
значніший,1
добірніше,1
позичай,1
даючи,1
втрачаєш,1
беручи,1
ощадності,1
тупиш,1
випливе,1
настановля,1
бю,1
панотче,1
гайсь,1
дійшли,1
ключ,1
віддаю,1
овва,1
знедавна,1
застерігали,1
шануєшся,1
дочці,1
приязні,1
тю,1
дівча,1
жовтодзьобе,1
терте,1
віриш,1
байкам,1
зарукам,1
подумати,1
сумніву,1
дитя,1
золото,1
проси,1
донько,1
найдорожчу,1
усох,1
заручилась,1
заручин,1
освідчувався,1
ненадовго,1
стверджував,1
свідоцтвом,1
клятвами,1
святими,1
сильця,1
синиць,1
щедрий,1
спалахи,1
гріють,1
гаснуть,1
язиці,1
дається,1
бери,1
надалі,1
скупіше,1
виявляй,1
дівочу,1
гасать,1
довшім,1
аркані,1
клятьбам,1
гендлярі,1
їхнього,1
убору,1
посередники,1
ділах,1
гріховних,1
звідники,1
святі,1
видом,1
звабити,1
бороню,1
рішуче,1
хвилинні,1
стрічі,1
балачки,1
принцом,1
гамлетом,1
негожі,1
шануй,1
корюся,1
забиває,1
заходять,1
зашпори,1
мороз,1
кусючий,1
котра,1
било,1
блукає,1
справляє,1
учту,1
танцює,1
танець,1
щораз,1
дзбан,1
осушить,1
гучно,1
сповіщають,1
подвиг,1
родивсь,1
призвичаївсь,1
зламать,1
держатись,1
пиятика,1
ославила,1
народи,1
заходу,1
сходу,1
мають,1
пяниць,1
дражнять,1
свиньм,1
знеславлює,1
зводить,1
нанівець,1
позначує,1
природний,1
гандж,1
винна,1
народженні,1
добирає,1
роду,1
якась,1
надмірна,1
риса,1
зносить,1
вали,1
загати,1
переступає,1
подобства,1
чемності,1
несучи,1
ліку,1
чистіші,1
згубила,1
однісіньким,1
пороком,1
крихта,1
благородство,1
здатна,1
очорнити,1
пречисті,1
крийте,1
сатана,1
злинув,1
зринув,1
лихі,1
навдивовижу,1
незнанні,1
стражденні,1
поховані,1
звичаю,1
продерли,1
покрови,1
домовина,1
розкрила,1
щелепи,1
камінні,1
вивергла,1
зрозуміть,1
ізнов,1
ідеш,1
сяйві,1
непевнім,1
спотворюючи,1
смертним,1
зрушивши,1
жахливо,1
неосяжними,1
чиниш,1
киває,1
оповісти,1
глядітьбо,1
любязно,1
відійти,1
озветься,1
ставлю,1
шпильки,1
вчинить,1
вонабо,1
безсмертна,1
кручу,1
лячним,1
звисає,1
хвилями,1
морськими,1
прибере,1
страшливу,1
ввергне,1
схаменіться,1
кручах,1
охопили,1
вниз,1
рев,1
послухає,1
поспішу,1
пустимо,1
отямтеся,1
спотужнює,1
жили,1
здола,1
немейський,1
лев,1
відійдіть,1
духом,1
завела,1
кінчиться,1
завелась,1
гнилизна,1
поможуть,1
частина,1
укріплень,1
ведеш,1
дальш,1
сірчане,1
муку,1
вертатись,1
жалкуй,1
ухом,1
повім,1
помститись,1
почуєш,1
приречений,1
вдень,1
каратися,1
буття,1
земного,1
вигорять,1
пня,1
тайна,1
тюрми,1
наговорив,1
найменше,1
роздерло,1
остудило,1
вирвало,1
орбіт,1
чуб,1
густий,1
хвилястий,1
розняло,1
підняло,1
кожну,1
волосину,1
голки,1
дикобраза,1
одкровення,1
вічності,1
пометися,1
нелюдське,1
усяке,1
гидка,1
найгидше,1
найдикіше,1
найпідліше,1
бистрих,1
полину,1
мститись,1
вялий,1
ситняг,1
спокійний,1
поріс,1
лети,1
стрепенувсь,1
гадюка,1
вкусила,1
сонного,1
такою,1
байкою,1
ошукано,1
хлопче,1
змій,1
надів,1
віще,1
кровозмісник,1
хтивий,1
умом,1
чаклунським,1
чорним,1
даром,1
зваби,1
облесництва,1
схилив,1
ганебних,1
взір,1
чеснотну,1
лицаря,1
шляхетна,1
обітницею,1
шлюбною,1
ручобруч,1
скотитися,1
гада,1
позбавленого,1
знадить,1
убрався,1
небесний,1
лик,1
янголом,1
ясним,1
зєдналась,1
райському,1
наситившися,1
забагне,1
падла,1
ранковим,1
скоротім,1
спав,1
пообідня,1
дозвілля,1
підкрався,1
блекоти,1
сховавши,1
влив,1
проказу,1
люту,1
збуджує,1
ворогує,1
людською,1
срібла,1
природні,1
переходи,1
квасу,1
густить,1
квасить,1
силою,1
здорову,1
сквасило,1
струп,1
лазаря,1
покрив,1
бридкою,1
смердючою,1
корою,1
братовою,1
дружиму,1
підтятий,1
сповіді,1
собору,1
мусив,1
провин,1
плечах,1
нести,1
нелюдськи,1
страшної,1
попусти,1
грудях,1
датських,1
ліжком,1
кровозмісу,1
поведеш,1
погань,1
умисливши,1
тернам,1
поросли,1
карати,1
світляк,1
почутивши,1
немічний,1
вогник,1
пригасив,1
земле,1
вдатися,1
мякніть,1
мязи,1
тужаві,1
станьте,1
держіть,1
бідна,1
блудить,1
черепку,1
табличок,1
зітру,1
дотла,1
записи,1
книжну,1
минуле,1
досвіду,1
відбитки,1
книзі,1
запис,1
заповіт,1
присягаюсь,1
усміхнений,1
таблички,1
запишім,1
гадом,1
пише,1
готово,1
дядечку,1
девіз,1
борони,1
розкажіть,1
прохопитесь,1
подумав,1
здержите,1
клянемось,1
шахраєм,1
вставати,1
домовини,1
зайвих,1
потиснути,1
розійтись,1
турбот,1
якісь,1
турботи,1
нещасний,1
молитись,1
шкодую,1
патріком,1
духові,1
пойняти,1
кортить,1
товариші,1
навчанні,1
вдовольніть,1
скажемо,1
присягніться,1
заприсяглись,1
ге,1
братку,1
небораче,1
підземелля,1
клястись,1
підкажіть,1
казать,1
et,1
ubique,1
перейдім,1
деінде,1
покладіть,1
почуте,1
мовчать,1
скрізь,1
латин,1
ого,1
кріт,1
риєш,1
землекоп,1
дивуйтесь,1
тайн,1
вченості,1
приснилось,1
боронь,1
дико,1
повівсь,1
спасти,1
дурником,1
абощо,1
складати,1
багатозначним,1
виразом,1
моргати,1
сумнівні,1
тете,1
утямки,1
сміли,1
давати,1
спасінням,1
клянуться,1
вгамуйсь,1
бентежний,1
покладусь,1
виказати,1
дасть,1
забариться,1
йдімо,1
звихнувся,1
доле,1
направить,1
передам,1
розумно,1
взнати,1
поводиться,1
думав,1
дізнайся,1
парижі,1
знаються,1
тратять,1
дізнавшись,1
питаннями,1
знайомий,1
виїжджай,1
манівців,1
битий,1
удай,1
чуток,1
втямив,1
додай,1
гультяй,1
безпутний,1
сякий,1
набреши,1
зайде,1
знечестити,1
побійся,1
зате,1
непутства,1
срамоти,1
супроводять,1
божба,1
свари,1
знечестить,1
умій,1
полегшити,1
наведи,1
спиши,1
мило,1
сприймались,1
вільного,1
пил,1
вибухи,1
палкої,1
вгамоване,1
гну,1
штука,1
корисна,1
заляпавши,1
багном,1
співрозмовник,1
випитать,1
котрого,1
помічав,1
юнаком,1
ганьбив,1
певен,1
учора,1
тодіто,1
вихилив,1
надміру,1
побивсь,1
мяч,1
заходив,1
понашому,1
бордель,1
гачок,1
брехнею,1
рибкуправду,1
вловить,1
хитрощами,1
глуздом,1
зокола,1
пробуючи,1
броду,1
вибоями,1
виходим,1
гладеньке,1
вказівок,1
панича,1
утямив,1
потайці,1
навчається,1
таточку,1
перелякалась,1
шила,1
розхристаний,1
шапки,1
непідвязаних,1
брудних,1
панчохах,1
обвислих,1
кайдани,1
колотяться,1
розпука,1
розповісти,1
увійшов,1
схопив,1
пясть,1
стиснув,1
довжину,1
другою,1
прикривши,1
втопив,1
намалювать,1
потрясши,1
злегка,1
хитнувши,1
зітхнув,1
жалісно,1
глибоко,1
розпадеться,1
пустивши,1
дивлячись,1
видиме,1
любовне,1
яке,1
шаленством,1
губить,1
штовхаючи,1
мучать,1
сказала,1
прикрого,1
батечку,1
писань,1
брала,1
пускала,1
шкода,1
легковажив,1
боявсь,1
бавиться,1
страхи,1
старим,1
властиво,1
обачності,1
молодим,1
мусить,1
накличе,1
таїтись,1
службі,1
маючи,1
покликали,1
чували,1
внутрішньо,1
зовні,1
батькової,1
самовладанням,1
розлучити,1
змалку,1
росли,1
сусідячи,1
вдачею,1
віком,1
товариством,1
втягти,1
розваги,1
гнітить,1
зцілити,1
згадує,1
певна,1
прихильніший,1
охочі,1
явити,1
віддасте,1
нашим,1
помислам,1
пішовши,1
віддячено,1
гостину,1
покоролівськи,1
монарших,1
корячись,1
прихиливши,1
ждемо,1
хтонебудь,1
панів,1
звеселить,1
амінь,1
почту,1
норвегії,1
щасливо,1
добрих,1
повірте,1
рівно,1
позбувся,1
нюху,1
тонший,1
хисткіший,1
джерела,1
ясність,1
жадав,1
прийняли,1
послів,1
новини,1
бенкеті,1
будуть,1
солодке,1
вчини,1
недолі,1
поквапний,1
шле,1
поклони,1
побажання,1
вчувши,1
урвати,1
гадав,1
похід,1
лаштує,1
пильніш,1
приглянувшись,1
упевнивсь,1
засмутившись,1
похилий,1
допомогли,1
убрати,1
заборонив,1
приїздить,1
виниться,1
присягається,1
підіймати,1
призначає,1
щорік,1
корон,1
вповноважує,1
навербоване,1
вести,1
списано,1
докладно,1
подає,1
папери,1
дозволили,1
військам,1
прохід,1
землях,1
ща,1
запоруках,1
повної,1
означено,1
раді,1
розглянемо,1
вільніший,1
відписати,1
справний,1
спочиньте,1
ввечері,1
учта,1
міркувати,1
підданця,1
гаяти,1
оскільки,1
стислість,1
велемовність,1
убрання,1
квітчасте,1
мовлю,1
стисло,1
полягає,1
дбаю,1
зворот,1
незграбний,1
обійдусь,1
правил,1
красномовства,1
знайдім,1
знайдімо,1
себто,1
спричинивсь,1
міркуймо,1
покори,1
слухнянства,1
розважте,1
розсудіть,1
небесному,1
ідолові,1
невдалий,1
пишні,1
білі,1
писав,1
стривайте,1
вогні,1
зрання,1
брехні,1
хисту,1
розміряти,1
повір,1
премила,1
машинка,1
справна,1
слухняно,1
показала,1
розказала,1
упадав,1
прийняла,1
якої,1
віддана,1
довести,1
думали,1
промене,1
взнавши,1
бачивши,1
палку,1
льоті,1
укмітив,1
призналась,1
гадали,1
дубовий,1
нечулий,1
серцю,1
наказав,1
дививсь,1
подумали,1
гаявсь,1
руба,1
молодій,1
красуні,1
орбіті,1
напутив,1
брать,1
дарунків,1
гнати,1
пожала,1
відштовхнутий,1
коротше,1
зажурився,1
постити,1
підупав,1
знетяму,1
мордує,1
бувало,1
плечі,1
здійміть,1
оцього,1
сліду,1
дійду,1
сховайте,1
вивірити,1
годин,1
галереї,1
пошлю,1
попильнуємо,1
покохав,1
збезумів,1
мужиком,1
стайничим,1
державним,1
радцем,1
перевірмо,1
сердега,1
сумно,1
обоє,1
притьмом,1
читаючи,1
поживає,1
бажав,1
однимєдиним,1
десяти,1
плодить,1
дохлій,1
собаці,1
обціловуючи,1
падло,1
гуляє,1
лоні,1
дочки,1
скажете,1
тягне,1
доньку,1
впізнав,1
замолоду,1
зазнав,1
мовлюно,1
читаєте,1
питаю,1
книжці,1
наклепи,1
сатирик,1
старих,1
бороди,1
зморшки,1
їхніх,1
тече,1
густа,1
смола,1
сливяний,1
глей,1
кебети,1
стегнах,1
тактаки,1
писати,1
позадкувати,1
раком,1
послідовність,1
нізвідки,1
дотепно,1
подеколи,1
божевіллю,1
влучно,1
висловитись,1
глуздові,1
надумати,1
звести,1
дочкою,1
покинути,1
попросити,1
розлучивсь,1
охочіше,1
бувайте,1
старі,1
нудотні,1
дурні,1
осьде,1
найліпші,1
хлопці,1
першіліпші,1
надмірнім,1
щасті,1
шишці,1
ковпака,1
підошвах,1
поперека,1
осередді,1
розкошів,1
десь,1
посередині,1
скромному,1
скоромному,1
потіпаха,1
новина,1
неправдива,1
спитати,1
докладніше,1
завинили,1
буцегарень,1
темниць,1
підземель,1
найгірших,1
мислення,1
утворює,1
зробила,1
тюрмою,1
затісна,1
вистачило,1
горіхової,1
шкаралупи,1
безкрайого,1
простору,1
снилося,1
лихих,1
снів,1
честолюба,1
сну,1
легка,1
плинна,1
жебраки,1
пихаті,1
герої,1
жебраків,1
розумувати,1
рівняти,1
слуг,1
доглядають,1
злидар,1
подяку,1
шеляга,1
самим,1
забаглось,1
охоти,1
послали,1
вистачає,1
спритності,1
приховати,1
викликали,1
метою,1
зясувати,1
заклинаю,1
правом,1
товариша,1
молодістю,1
єднає,1
накладає,1
невмируща,1
дружба,1
дорожчим,1
кращий,1
красномовець,1
прямі,1
щирі,1
вголос,1
любите,1
крийтесь,1
викликано,1
здогад,1
дозволить,1
визнавати,1
тайни,1
злиняє,1
пірїну,1
останнім,1
усю,1
жвавість,1
занедбав,1
звичні,1
натурі,1
споруда,1
безплідною,1
скелею,1
моря,1
повітряний,1
намет,1
прекрасне,1
склепіння,1
велична,1
покрівля,1
уцяцькована,1
золотими,1
вогнями,1
видається,1
бридким,1
тлумищем,1
отруйних,1
випарів,1
безмежний,1
хистом,1
вражає,1
дивує,1
доцільністю,1
постаті,1
рухів,1
дією,1
подібний,1
ангела,1
тямою,1
божества,1
всесвіту,1
найдовершеніше,1
створінь,1
квінтесенція,1
усміхом,1
сміялись,1
спало,1
пісна,1
гостина,1
нагнали,1
дорозі,1
їдуть,1
бажаним,1
гостем,1
дістане,1
мандрівний,1
поорудує,1
щитом,1
списом,1
полюбовник,1
зітхатиме,1
дивак,1
сумирно,1
докінчить,1
роль,1
штукар,1
попосмішить,1
насмішити,1
героїні,1
вилити,1
кульгатиме,1
самісінькі,1
тішили,1
столичні,1
трагіки,1
мандрують,1
осілість,1
останні,1
новацтва,1
наробили,1
шкоди,1
місті,1
вчащають,1
стали,1
трудяться,1
ревно,1
звикли,1
завелось,1
кубло,1
дітвори,1
неоперених,1
соколят,1
верещать,1
гучніш,1
усяку,1
плещуть,1
отакі,1
моді,1
лають,1
звичайний,1
називають,1
шпагою,1
рідко,1
наважується,1
заходити,1
боячись,1
гусячого,1
пера,1
сатириків,1
діти,1
утримує,1
платять,1
держатимуться,1
ремесла,1
голосу,1
ставши,1
простими,1
кошту,1
скажуть,1
автори,1
змусивши,1
ганьбити,1
власний,1
спадок,1
сторін,1
галасу,1
публіка,1
підюджувати,1
спір,1
платили,1
поет,1
доходили,1
навкулачок,1
голів,1
хлопята,1
ношею,1
подужали,1
дивина,1
показували,1
жив,1
дають,1
пятдесят,1
сто,1
мініатюрі,1
надприродне,1
філософія,1
могла,1
дошукатись,1
прибуттям,1
ельсінора,1
гостей,1
вітати,1
належною,1
ґречністю,1
церемонією,1
честити,1
манері,1
ласкавої,1
гостинніше,1
дядькобатько,1
тіткамати,1
ошукалися,1
норднордвест,1
полудня,1
яструба,1
чаплі,1
відрізню,1
вухо,1
слухачу,1
дитина,1
пелюшок,1
увійшла,1
старе,1
мале,1
пророчу,1
сповістити,1
понеділок,1
уранці,1
росцій,1
актором,1
римі,1
прибули,1
тетете,1
допхалися,1
ослах,1
трагедій,1
комедій,1
історичних,1
пасторальних,1
ідилій,1
ідилікокомічних,1
історикоідилічних,1
трагікоісторичних,1
трагікокомікоісторикоідилічних,1
додержанням,1
додержання,1
правила,1
єдностей,1
сенека,1
плавт,1
правилами,1
нихкращих,1
судіє,1
ізраїльський,1
милував,1
доглядав,1
зовете,1
єфаєм,1
милую,1
доглядаю,1
судилась,1
ждав,1
усяк,1
побожної,1
урвім,1
розвага,1
четверо,1
пятеро,1
живими,1
здоровими,1
друзяко,1
городу,1
молода,1
крале,1
бачились,1
підбор,1
моліть,1
золотого,1
дзвону,1
щербатий,1
червінець,1
французькі,1
сокольничі,1
кинемось,1
вздримо,1
покажіть,1
зразок,1
мистецтва,1
патетичний,1
сцені,1
вподобалась,1
натовпу,1
кавяр,1
декого,1
справах,1
гучніша,1
скомпонована,1
майстерно,1
віршам,1
перцю,1
присмаку,1
авторові,1
високого,1
стилю,1
правильний,1
відчувається,1
пєсі,1
набагато,1
прикраси,1
особлизо,1
полюбивсь,1
оповідання,1
енея,1
дідоні,1
розказує,1
пріамову,1
вивітрилося,1
почни,1
вірша,1
гірканський,1
ховався,1
коні,1
зловіснім,1
лячну,1
похмуру,1
обарвив,1
страшніше,1
багреці,1
ризі,1
дочок,1
засмажених,1
чадним,1
пожаром,1
присвічує,1
зловісним,1
сяйвом,1
убивцям,1
шалу,1
облиплий,1
варом,1
кровяним,1
карбункули,1
древнього,1
ійбогу,1
виголосом,1
чуттям,1
знаходить,1
цар,1
боре,1
греків,1
ветхий,1
противний,1
непідвладний,1
ляже,1
нерівну,1
прю,1
підносить,1
свисту,1
лютого,1
схилився,1
троя,1
жива,1
вимах,1
вогненне,1
гуркотом,1
страшним,1
пірру,1
навислий,1
велебного,1
молочну,1
застиг,1
кат,1
мальований,1
утративши,1
рухався,1
бурею,1
бачим,1
завмерле,1
непорушні,1
безвітря,1
сторожке,1
земний,1
окіл,1
розчахне,1
страшенний,1
повагавшись,1
повстала,1
мста,1
падали,1
молоти,1
циклопів,1
куючи,1
лютіше,1
фортуноблуднице,1
сонмом,1
збавте,1
строщіть,1
колесі,1
обіддя,1
спиці,1
маточину,1
ввергніть,1
тартар,1
чортів,1
задовге,1
потребує,1
цирульника,1
гопки,1
втяти,1
сороміцького,1
засне,1
зрів,1
цариця,1
вбита,1
босоніж,1
біга,1
ллє,1
огонь,1
болючі,1
діадеми,1
ганчірка,1
чолі,1
шат,1
округ,1
усохлих,1
многоплідних,1
чресел,1
верета,1
напнута,1
розпуки,1
язиком,1
чумним,1
замах,1
дивилися,1
скажений,1
злим,1
тішивсь,1
сікши,1
зойк,1
гекуби,1
смертне,1
зворушує,1
залив,1
жар,1
богів,1
дочитаєш,1
доглянете,1
подбали,1
поводилися,1
короткі,1
літописи,1
ліпше,1
придбати,1
епітафію,1
ганебний,1
вшаную,1
чоловіче,1
шанувати,1
різок,1
ушануйте,1
власній,1
гідності,1
меншого,1
заслуги,1
гостинності,1
ходіть,1
прямуйте,1
го,1
зіграти,1
потреба,1
вивчити,1
кільканадцять,1
віршів,1
напишу,1
приточу,1
гляди,1
кпили,1
вечора,1
нікчема,1
наругу,1
химері,1
чистій,1
мареві,1
підкорив,1
мрією,1
пойнятий,1
зламався,1
убралось,1
одежу,1
гекубі,1
гекуба,1
побиватись,1
рікою,1
затопив,1
сцену,1
потряс,1
громохким,1
поверг,1
винних,1
чистих,1
згнітив,1
нетямущих,1
скамянив,1
ледащо,1
тугодум,1
безверхий,1
тюхтій,1
оспалий,1
марнію,1
підло,1
боягуз,1
назове,1
падлюкою,1
розколе,1
обсмиче,1
вічі,1
кине,1
безпечно,1
брехуном,1
схоче,1
стерпів,1
голубячі,1
печінки,1
кривду,1
пригірчить,1
стервом,1
гадячим,1
кормив,1
шулік,1
околу,1
блудний,1
сласний,1
гаде,1
помсто,1
біса,1
вбитого,1
кличуть,1
мстити,1
влегшую,1
шльондра,1
перекупка,1
гидота,1
дівся,1
запеклі,1
лиходії,1
попавши,1
мистецтвом,1
вражалися,1
признавались,1
злочинах,1
мовить,1
напрочуд,1
подібне,1
зведу,1
впюсь,1
здригнеться,1
знатиму,1
прибрати,1
милий,1
ослаблого,1
такими,1
душами,1
обманює,1
потрібне,1
опертя,1
вполюю,1
виставою,1
третя,1
змогли,1
манівцями,1
попутало,1
збентеживши,1
свавільним,1
небезпечним,1
маячінням,1
визнає,1
зробивсь,1
промацати,1
випорсає,1
спритністю,1
підводимо,1
прийняв,1
чемно,1
силувано,1
поведінці,1
скупий,1
питати,1
відповідати,1
закликали,1
випадком,1
шляху,1
перегнали,1
якихсь,1
мовили,1
звеселивсь,1
загадано,1
величностям,1
передав,1
запрошення,1
подивитись,1
схиливсь,1
спонукуйте,1
облиште,1
потай,1
позвать,1
наміром,1
найкращим,1
небачені,1
зустріч,1
непохибно,1
вважаючи,1
поведінку,1
нудьга,1
мучиться,1
корюсь,1
голубко,1
бажала,1
вроді,1
ховалася,1
шаленств,1
виправлять,1
обом,1
офєлія,1
гуляй,1
звольте,1
вдай,1
читаєш,1
книжки,1
гани,1
подобою,1
святим,1
божим,1
підсолодимо,1
чорта,1
правдиво,1
ляпас,1
влучив,1
щоки,1
намащені,1
циноброю,1
білилом,1
фарбований,1
ховаймося,1
питання,1
благородніше,1
коритись,1
гострих,1
зітнувшись,1
морем,1
врятує,1
вийме,1
плоті,1
заразом,1
жаданий,1
снити,1
присняться,1
позбудемось,1
земних,1
суєт,1
терпів,1
бичі,1
наруги,1
можновладця,1
гордія,1
зневаги,1
відштовхнуту,1
несправедливість,1
властей,1
сваволю,1
тяганину,1
скромної,1
глум,1
лезом,1
здобути,1
стогнав,1
тягарем,1
піт,1
лив,1
попасти,1
незнаний,1
повертався,1
безволить,1
звичних,1
бідах,1
волієм,1
жити,1
линути,1
відомих,1
полохливими,1
яскраві,1
нашої,1
відваги,1
роздумів,1
колір,1
високі,1
зродившись,1
вмирають,1
втілившись,1
дію,1
тихіш,1
згадай,1
німфо,1
жилося,1
дарував,1
зроду,1
запашні,1
обгортали,1
стократ,1
дорожчими,1
робивши,1
витхнувсь,1
аромат,1
йме,1
збіднів,1
вдаватися,1
красою,1
звідницю,1
перетворить,1
парадокс,1
стверджує,1
примусили,1
повірити,1
даремно,1
повірили,1
прищеплювати,1
чесноту,1
марне,1
однаково,1
гріхом,1
